Timestamp,Points,SM,Red,Nir,Lst,NDVI,TVDI 1,TVDI 2,TVDI 3
10/17/2022 10:55,12,0.13,85.6164,113.59,19.3173,0.140426,-0.0918733,0.304876,0.233998
10/17/2022 10:56,13,0.154,63.8554,86.2929,19.3615,0.149435,-0.265208,0.286032,0.240124
10/17/2022 10:56,14,0.146,83.5109,106.816,19.6405,0.122446,0.334257,0.446845,0.278765
10/17/2022 10:57,15,0.201,82.8674,105.733,18.3636,0.121237,0.0155216,0.165943,0.101921
10/17/2022 10:57,16,0.355,81.1741,99.7199,18.371,0.102523,0.34386,0.221544,0.102943
10/17/2022 13:02,1,0.092,122.447,161.048,20.2788,0.136162,0.278066,0.460699,0.402544
10/17/2022 13:02,2,0.096,124.777,164.24,20.5814,0.136544,0.348644,0.51308,0.447221
10/17/2022 13:03,3,0.067,142.676,186.573,24.0535,0.133324,1.10614,1.07888,0.959757
10/17/2022 13:04,4,0.067,125.538,168.356,24.0524,0.145694,1.22253,1.16933,0.959599
10/17/2022 13:04,5,0.065,126.657,170.934,23.1885,0.148787,1.04659,1.03568,0.832064
10/17/2022 13:04,6,0.075,144.451,189.6,23.6831,0.135156,1.03922,1.02924,0.905087
10/17/2022 13:05,7,0.092,133.6,176.512,20.6289,0.138374,0.369798,0.527288,0.454224
10/17/2022 13:05,8,0.093,132.353,175.292,20.3194,0.139573,0.305612,0.47796,0.408537
10/17/2022 13:05,9,0.238,101.102,132.042,19.031,0.132707,-0.0176442,0.244506,0.218349
10/17/2022 13:06,10,0.169,92.5764,126.637,19.1735,0.155375,0.11484,0.312226,0.239377
10/17/2022 13:06,11,0.11,119.126,163.959,20.0047,0.158376,0.339022,0.482811,0.362086
10/17/2022 13:07,12,0.093,97.056,135.129,19.7134,0.163979,0.299088,0.443948,0.319077
10/17/2022 13:07,13,0.105,68.1102,99.1373,18.8395,0.185516,0.192912,0.317488,0.190075
10/17/2022 13:07,14,0.104,87.9401,122.025,19.3824,0.162338,0.204164,0.371252,0.270223
10/17/2022 13:08,15,0.197,79.1513,107.218,17.9435,0.150598,-0.205949,0.0728735,0.0578109
10/17/2022 13:08,16,0.19,76.8427,103.385,17.8625,0.147269,-0.235966,0.0564756,0.0458504
10/17/2022 14:26,1,0.068,120.919,164.123,20.3218,0.15157,0.310751,0.489616,0.426123
10/17/2022 14:26,2,0.083,130.996,174.815,20.4589,0.143287,0.267168,0.483664,0.44803
10/17/2022 14:27,3,0.068,139.116,184.645,23.7071,0.140626,1.03509,1.02435,0.967303
10/17/2022 14:27,4,0.059,122.859,168.81,23.6988,0.157548,1.21308,1.16395,0.96597
10/17/2022 14:27,5,0.059,125.138,172.54,22.3626,0.159238,0.896184,0.919218,0.75236
10/17/2022 14:28,6,0.069,141.067,189.755,23.1747,0.147174,0.972471,0.980155,0.882184
10/17/2022 14:28,7,0.072,133.994,178.601,20.4004,0.142698,0.247408,0.47154,0.438675
10/17/2022 14:28,8,0.087,130.558,176.479,20.3504,0.149563,0.298956,0.487275,0.430697
10/17/2022 14:29,9,0.193,100.746,137.396,19.1353,0.153899,0.0374158,0.276676,0.23644
10/17/2022 14:29,10,0.175,90.4929,127.473,18.8729,0.169661,0.116578,0.260012,0.194492
10/17/2022 14:30,11,0.084,125.609,173.695,19.4929,0.16066,0.189173,0.362988,0.293609
10/17/2022 14:30,12,0.101,104.736,148.09,19.3087,0.171478,0.245199,0.35904,0.264157
10/17/2022 14:30,13,0.084,75.4084,111.527,18.842,0.193214,0.338208,0.321936,0.189549
10/17/2022 14:31,14,0.105,95.5931,136.754,19.2957,0.177152,0.296962,0.375817,0.262083
10/17/2022 14:32,15,0.15,76.1128,107.268,18.0655,0.169894,-0.0873219,0.087635,0.0654143
10/17/2022 14:32,16,0.197,73.7115,104.701,18.0746,0.173695,-0.0502637,0.0927876,0.0668757
10/19/2022 12:43,1,0.057,99.7733,125.483,20.4733,0.114135,0.361351,0.422049,0.319123
10/19/2022 12:44,2,0.053,119.293,152.411,21.1933,0.12189,0.567333,0.606436,0.43405
10/19/2022 12:44,3,0.035,144.953,186.497,24.3205,0.12534,1.37002,1.33741,0.933213
10/19/2022 12:44,4,0.026,130.158,171.618,24.1894,0.137386,1.47416,1.43657,0.912282
10/19/2022 12:44,5,0.014,131.42,175.226,24.7683,0.142855,0.856146,0.866886,0.525822
10/19/2022 12:45,6,0.038,148.362,191.61,23.7724,0.127211,0.99693,0.997197,0.686106
10/19/2022 12:45,7,0.07,113.164,149.492,20.4988,0.13831,0.47128,0.512801,0.323184
10/19/2022 12:46,8,0.058,102.538,130.861,20.0698,0.121352,0.290069,0.354472,0.254703
10/19/2022 12:46,9,0.406,105.537,134.342,18.78,0.120082,-0.0265975,0.0673474,0.0488375
10/19/2022 12:46,10,0.292,106.638,139.137,18.7143,0.13223,-0.0276541,0.0579221,0.0383383
10/19/2022 12:47,11,0.07,91.7804,123.256,19.5419,0.146373,0.235098,0.289751,0.170444
10/19/2022 12:47,12,0.104,87.2215,117.836,19.721,0.149299,0.299253,0.347342,0.199029
10/19/2022 12:48,13,0.084,66.1688,96.0808,19.6235,0.184358,0.460409,0.469918,0.18347
10/19/2022 12:48,14,0.115,82.7072,113.66,19.8909,0.157628,0.390633,0.427008,0.226156
10/19/2022 12:49,15,0.244,78.6086,105.019,19.1717,0.143825,0.120187,0.185113,0.111348
10/19/2022 12:49,16,0.348,79.8149,102.157,18.7561,0.12278,-0.0291143,0.0633085,0.0450192
10/19/2022 14:56,1,0.053,113.262,150.829,18.9945,0.14225,0.153345,0.286349,0.250202
10/19/2022 14:56,2,0.07,131.421,174.686,19.6161,0.14134,0.310118,0.419024,0.368363
10/19/2022 14:57,3,0.034,143.063,188.149,23.7734,0.136123,1.07728,1.06475,0.968545
10/19/2022 14:57,4,0.027,127.206,173.036,23.7017,0.152643,1.20493,1.17468,0.954915
10/19/2022 14:58,5,0.025,130.314,177.585,23.5849,0.153528,0.905528,0.919391,0.742622
10/19/2022 14:58,6,0.038,145.714,193.114,23.1755,0.139895,0.956222,0.963186,0.854882
10/19/2022 14:58,7,0.071,116.351,158.506,19.2432,0.153371,0.259005,0.367859,0.297469
10/19/2022 14:58,8,0.088,113.347,153.331,18.9606,0.149933,0.169328,0.294116,0.243758
10/19/2022 14:59,9,0.257,105.581,139.664,18.4317,0.138977,0.000692819,0.160393,0.14322
10/19/2022 15:00,10,0.192,93.1752,131.788,18.5011,0.17164,0.11083,0.222916,0.156416
10/19/2022 15:00,11,0.11,106.881,151.707,18.7669,0.173346,0.200162,0.299167,0.20693
10/19/2022 15:01,12,0.082,95.5242,141.065,18.5008,0.192489,0.195007,0.269764,0.156357
10/19/2022 15:01,13,0.084,73.019,113.68,18.1275,0.217787,0.175342,0.197913,0.0853946
10/19/2022 15:02,14,0.099,85.993,125.266,18.6747,0.185901,0.225221,0.306395,0.189408
10/19/2022 15:02,15,0.173,74.0909,103.608,17.8548,0.166108,-0.100709,0.0456972,0.033545
10/19/2022 15:02,16,0.284,71.0977,97.4373,17.7254,0.156286,-0.154951,0.0113105,0.00895318
10/19/2022 16:18,1,0.062,117.743,154.638,20.0984,0.135452,0.124623,0.296602,0.260237
10/19/2022 16:18,2,0.065,135.099,176.258,20.9576,0.132193,0.3043,0.448649,0.414045
10/19/2022 16:19,3,0.038,141.728,184.077,23.7257,0.129984,0.941037,0.953676,0.909511
10/19/2022 16:19,4,0.026,125.883,167.956,23.8648,0.143183,1.25662,1.21425,0.934421
10/19/2022 16:19,5,0.032,128.939,172.762,22.8236,0.145252,1.01177,1.00994,0.748055
10/19/2022 16:19,6,0.048,145.294,188.947,23.0938,0.130606,0.800325,0.84275,0.796406
10/19/2022 16:20,7,0.059,138.953,180.021,20.2239,0.128751,0.0935743,0.291182,0.282703
10/19/2022 16:20,8,0.068,122.837,162.424,20.1478,0.138773,0.17131,0.32378,0.269084
10/19/2022 16:20,9,0.198,103.811,135.371,19.7957,0.13195,0.0179259,0.22246,0.206056
10/19/2022 16:21,10,0.188,97.4517,134.599,19.4054,0.160084,0.213968,0.255169,0.136204
10/19/2022 16:22,11,0.089,119.788,160.937,19.6139,0.146582,0.107972,0.240304,0.173531
10/19/2022 16:22,12,0.076,104.643,145.322,19.7475,0.162741,0.382044,0.397474,0.197432
10/19/2022 16:22,13,0.081,76.8258,104.962,19.4552,0.154774,0.156742,0.238738,0.145118
10/19/2022 16:23,14,0.083,86.624,117.605,19.8472,0.151699,0.240849,0.33083,0.215287
10/19/2022 16:23,15,0.169,68.3061,97.7305,18.833,0.177217,0.289206,0.114475,0.0337434
10/19/2022 16:23,16,0.236,65.9316,88.7773,19.1563,0.147668,-0.0150768,0.129596,0.0916215
10/21/2022 7:30,1,0.054,89.066,112.215,20.7838,0.115008,0.536488,0.56171,0.37531
10/21/2022 7:31,2,0.06,117.183,149.687,21.9078,0.121799,0.774782,0.811259,0.535643
10/21/2022 7:31,3,0.021,147.185,186.586,24.3406,0.118048,1.3654,1.32804,0.882648
10/21/2022 7:31,4,0.01,128.222,167.77,24.6832,0.133613,1.68375,1.44079,0.931513
10/21/2022 7:32,5,0.018,130.641,171.901,24.1363,0.136379,0.804878,0.883277,0.568224
10/21/2022 7:32,6,0.029,148.623,190.012,24.6545,0.122223,0.967874,0.973296,0.64215
10/21/2022 7:32,7,0.045,111.878,144.925,21.3422,0.128686,0.583522,0.69751,0.454955
10/21/2022 7:33,8,0.059,110.388,140.372,20.1977,0.119572,0.359078,0.440094,0.291717
10/21/2022 7:33,9,0.375,105.224,129.064,18.5511,0.101754,0.201592,0.0831559,0.0568422
10/21/2022 7:33,10,0.234,104.452,133.075,19.02,0.120505,0.0532185,0.186966,0.123728
10/21/2022 7:34,11,0.125,94.5714,120.627,20.3988,0.121079,0.393371,0.484633,0.32039
10/21/2022 7:35,12,0.161,82.955,111.112,20.3954,0.145089,-0.102369,0.505247,0.319916
10/21/2022 7:35,13,0.183,64.7957,91.288,20.2262,0.169732,0.295778,0.489259,0.295778
10/21/2022 7:36,14,0.171,91.8339,121.749,20.5336,0.140062,0.125251,0.53147,0.339626
10/21/2022 7:36,15,0.263,74.328,97.5485,19.3553,0.1351,-0.184274,0.266051,0.171549
10/21/2022 7:37,16,0.366,76.2206,96.4302,18.8459,0.117055,0.0678382,0.148528,0.0988864
10/21/2022 9:32,1,0.089,114.821,152.038,18.4041,0.139464,0.265715,0.327714,0.26864
10/21/2022 9:32,2,0.079,132.053,172.18,18.5471,0.131895,0.273585,0.34247,0.292965
10/21/2022 9:33,3,0.078,143.465,186.318,22.4278,0.129942,1.11278,1.1018,0.952681
10/21/2022 9:33,4,0.074,125.626,167.938,22.3062,0.144134,1.18252,1.16836,0.932009
10/21/2022 9:34,5,0.072,129.019,174.445,20.4989,0.149689,0.795734,0.8098,0.62476
10/21/2022 9:34,6,0.083,145.701,192.257,21.3104,0.137755,0.913908,0.921386,0.762723
10/21/2022 9:34,7,0.088,131.164,172.928,18.7921,0.137342,0.346081,0.403258,0.334603
10/21/2022 9:35,8,0.09,127.586,168.802,18.1789,0.139062,0.213508,0.280367,0.230359
10/21/2022 9:35,9,0.324,108.198,139.047,17.7211,0.124767,0.075562,0.171568,0.152536
10/21/2022 9:35,10,0.244,93.8811,127.015,17.6442,0.149997,0.121018,0.181112,0.139465
10/21/2022 9:36,11,0.118,95.0722,126.332,17.4602,0.14119,0.0559347,0.133288,0.108176
10/21/2022 9:36,12,0.114,90.5228,135.512,17.1912,0.199035,0.15437,0.115921,0.0624476
10/21/2022 9:36,13,0.131,67.6478,104.724,16.947,0.215093,0.137875,0.0452241,0.0209367
10/21/2022 9:37,14,0.141,91.0021,131.278,17.3733,0.181193,0.14506,0.149965,0.0934104
10/21/2022 9:37,15,0.237,68.8777,94.3659,16.9385,0.156136,-0.0336656,0.0262952,0.019487
10/21/2022 9:38,16,0.323,64.253,88.7774,17.0004,0.160259,-0.00947428,0.0415892,0.0300123
10/21/2022 12:10,1,0.09,122.788,165.533,20.8937,0.148253,0.246134,0.396907,0.370615
10/21/2022 12:11,2,0.087,134.164,178.488,21.0957,0.141767,0.253487,0.415811,0.406322
10/21/2022 12:11,3,0.037,137.225,184.24,24.2533,0.146251,1.02287,1.01817,0.964369
10/21/2022 12:11,4,0.032,124.076,170.167,24.2915,0.156642,1.12915,1.10656,0.971114
10/21/2022 12:12,5,0.046,127.792,175.693,22.7779,0.157837,0.769756,0.809137,0.703623
10/21/2022 12:12,6,0.048,137.226,185.663,23.5181,0.15001,0.882025,0.905029,0.834432
10/21/2022 12:12,7,0.079,134.304,180.534,21.5272,0.146839,0.386508,0.511622,0.482573
10/21/2022 12:12,8,0.089,130.671,176.59,20.9506,0.149445,0.267095,0.411195,0.380674
10/21/2022 12:13,9,0.27,106.604,145.249,19.1643,0.153444,0.103079,0.268852,0.241699
10/21/2022 12:13,10,0.203,92.1569,133.522,19.9651,0.183293,0.243695,0.295352,0.206505
10/21/2022 12:14,11,0.109,113.026,159.52,19.987,0.170593,0.163593,0.268258,0.210367
10/21/2022 12:14,12,0.112,105.093,152.555,19.8018,0.184214,0.205772,0.256315,0.17763
10/21/2022 12:14,13,0.133,80.8548,121.61,19.463,0.201294,0.234777,0.203503,0.117762
10/21/2022 12:14,14,0.153,102.679,147.139,19.9611,0.177972,0.205612,0.280058,0.205787
10/21/2022 12:15,15,0.21,66.9617,99.4046,18.8465,0.195009,0.012144,0.0141842,0.00880484
10/21/2022 12:15,16,0.265,57.7279,84.5929,19.1067,0.188763,0.0451342,0.0826843,0.0547833
10/25/2022 10:34,1,0.067,101.489,130.646,21.4925,0.125603,0.312212,0.464501,0.300716
10/25/2022 10:34,2,0.073,115.717,146.509,22.2801,0.117426,0.50648,0.59359,0.425757
10/25/2022 10:34,3,0.032,146.246,187.135,24.9875,0.122651,1.34176,1.272,0.855576
10/25/2022 10:35,4,0.021,128.957,169.168,25.6227,0.134881,1.95683,1.68342,0.956413
10/25/2022 10:35,5,0.028,133.827,176.402,23.8337,0.137238,1.32666,1.22701,0.672403
10/25/2022 10:35,6,0.028,145.131,187.306,24.3518,0.126864,1.24052,1.18539,0.754649
10/25/2022 10:36,7,0.052,136.225,173.561,22.2101,0.120521,0.50496,0.600225,0.414644
10/25/2022 10:36,8,0.068,121.575,155.086,21.3101,0.121128,0.249487,0.396367,0.271761
10/25/2022 10:36,9,0.34,105.796,133.897,18.4997,0.11724,0.0284898,0.199072,0.143103
10/25/2022 10:37,10,0.291,101.533,130.711,18.8487,0.125632,0.109383,0.306739,0.198506
10/25/2022 10:38,11,0.076,101.688,133.743,21.8378,0.136157,0.485849,0.638053,0.355542
10/25/2022 10:38,12,0.076,87.8742,117.501,21.6879,0.144256,0.490012,0.679713,0.33173
10/25/2022 10:38,13,0.084,70.9091,94.3747,21.4858,0.141972,0.371323,0.590391,0.299656
10/25/2022 10:39,14,0.117,82.0022,109.333,21.7202,0.14284,0.492168,0.673558,0.33687
10/25/2022 10:39,15,0.206,77.0964,100.134,20.6819,0.129987,0.0430734,0.282048,0.172033
10/25/2022 10:40,16,0.219,73.6414,97.0893,20.4211,0.137339,-0.0967816,0.238735,0.130621
10/25/2022 13:07,1,0.069,121.852,163.931,19.3002,0.14724,0.270975,0.388113,0.34302
10/25/2022 13:08,2,0.058,135.88,180.88,19.7073,0.142065,0.314066,0.444107,0.41044
10/25/2022 13:08,3,0.047,137.012,182.638,22.9512,0.142738,1.03841,1.03127,0.947674
10/25/2022 13:08,4,0.043,124.459,169.851,23.0723,0.154231,1.18909,1.16693,0.967714
10/25/2022 13:08,5,0.037,129.288,176.697,21.5967,0.154938,0.862666,0.878109,0.723356
10/25/2022 13:09,6,0.05,143.458,190.375,22.4938,0.140541,0.914588,0.931466,0.87192
10/25/2022 13:09,7,0.056,138.492,184.969,19.7378,0.143684,0.335694,0.455808,0.415493
10/25/2022 13:09,8,0.068,133.491,178.365,19.1311,0.143895,0.203042,0.346221,0.315031
10/25/2022 13:10,9,0.247,108.541,146.769,18.5623,0.149732,0.128387,0.255468,0.220821
10/25/2022 13:10,10,0.283,95.1905,133.861,18.2206,0.168829,0.225763,0.229576,0.164239
10/25/2022 13:10,11,0.08,122.771,167.508,17.9433,0.154117,0.0278726,0.14251,0.118308
10/25/2022 13:11,12,0.08,102.176,145.489,17.6297,0.174882,0.144543,0.0993446,0.0663809
10/25/2022 13:11,13,0.084,77.4324,111.923,17.389,0.182148,0.156365,0.0433573,0.0265133
10/25/2022 13:11,14,0.115,94.532,132.587,17.7304,0.167557,0.100006,0.114505,0.083054
10/25/2022 13:11,15,0.299,69.0137,98.5818,17.4312,0.176425,0.112234,0.0510713,0.0335103
10/25/2022 13:12,16,0.282,64.9981,90.9091,17.5296,0.166195,0.0410577,0.067662,0.0497958
10/25/2022 18:28,1,0.055,128.323,172.667,19.4796,0.147326,0.568449,0.658958,0.574444
10/25/2022 18:28,2,0.046,134.945,180.177,20.0143,0.143539,0.608991,0.715358,0.67529
10/25/2022 18:29,3,0.028,136.912,182.011,24.6136,0.141412,0.988845,0.992225,0.976895
10/25/2022 18:29,4,0.027,122.815,165.813,24.5568,0.148974,1.1825,1.14979,0.966178
10/25/2022 18:29,5,0.021,127.23,172.553,24.5268,0.151186,0.962088,0.967192,0.771929
10/25/2022 18:29,6,0.036,142.483,188.547,24.2388,0.139156,0.822855,0.881879,0.906211
10/25/2022 18:30,7,0.043,137.771,182.867,19.6167,0.140645,0.418425,0.600786,0.600296
10/25/2022 18:30,8,0.056,133.865,178.299,18.9564,0.142343,0.284885,0.492107,0.475771
10/25/2022 18:30,9,0.213,114.623,154.186,17.6355,0.147178,0.0594401,0.259168,0.226658
10/25/2022 18:31,10,0.242,97.8569,133.214,17.4898,0.153014,0.184297,0.260967,0.199181
10/25/2022 18:31,11,0.051,123.943,167.545,17.4946,0.149583,0.0889001,0.241448,0.200086
10/25/2022 18:31,12,0.059,117.721,163.59,17.7714,0.163053,0.54106,0.441272,0.252298
10/25/2022 18:31,13,0.064,90.3214,124.798,17.2039,0.160268,0.309718,0.232476,0.145269
10/25/2022 18:32,14,0.068,108.067,145.543,17.4436,0.147773,0.0237514,0.220647,0.190466
10/25/2022 18:32,15,0.241,70.6716,97.3467,16.6494,0.158763,0.117034,0.0622603,0.0406917
10/25/2022 18:32,16,0.28,67.4441,91.4516,16.4802,0.151089,-0.145584,0.0109831,0.008786
10/28/2022 7:14,1,0.05,101.375,125.398,21.2563,0.105932,0.267355,0.267355,0.267355
10/28/2022 7:14,2,0.055,106.718,132.132,21.7996,0.106404,0.379611,0.379611,0.379611
10/28/2022 7:15,3,0.026,146.251,186.005,24.0701,0.119648,1.89564,1.81686,0.848764
10/28/2022 7:15,4,0.017,126.908,166.194,24.5261,0.134033,1.00451,1.00391,0.942991
10/28/2022 7:15,5,0.021,131.656,172.638,23.8477,0.13468,0.561937,0.62067,0.596183
10/28/2022 7:16,6,0.032,148.985,189.764,23.2686,0.120383,1.43036,1.39061,0.68316
10/28/2022 7:16,7,0.064,108.23,144.588,21.4459,0.14381,0.115455,0.243233,0.306534
10/28/2022 7:16,8,0.056,107.985,135.328,21.0378,0.112381,0.972135,0.971976,0.222219
10/28/2022 7:17,9,0.158,80.8351,101.711,20.3143,0.11436,0.220492,0.247679,0.0727124
10/28/2022 7:18,10,0.163,94.8337,118.761,20.3116,0.112023,0.342946,0.332667,0.0721478
10/28/2022 7:18,11,0.066,116.602,150.055,20.9093,0.125451,0.207169,0.297522,0.195659
10/28/2022 7:19,12,0.073,94.2414,120.591,20.5085,0.122654,0.106904,0.19944,0.112845
10/28/2022 7:19,13,0.077,71.1374,95.9535,20.7864,0.148519,-0.0325789,0.120338,0.170253
10/28/2022 7:19,14,0.104,85.6409,104.833,20.9943,0.100762,-3.37401,-1.39577,0.213225
10/28/2022 7:20,15,0.144,77.8241,97.0137,20.4147,0.109756,0.691905,0.655974,0.0934608
10/28/2022 7:20,16,0.145,69.2055,88.1171,20.4328,0.120209,0.119741,0.200166,0.0971952
10/28/2022 9:59,1,0.048,127.656,166.222,21.7591,0.131232,0.244794,0.334031,0.268514
10/28/2022 10:00,2,0.055,126.509,167.855,21.5924,0.140458,0.240474,0.309208,0.236865
10/28/2022 10:00,3,0.036,144.22,188.796,25.2417,0.133855,1.19376,1.17234,0.929792
10/28/2022 10:00,4,0.03,126.26,170.747,25.5027,0.149786,1.36754,1.34564,0.979349
10/28/2022 10:01,5,0.025,129.392,174.479,24.3421,0.148374,1.03699,1.03461,0.75897
10/28/2022 10:01,6,0.037,145.926,192.063,24.7874,0.136506,1.08732,1.07835,0.843528
10/28/2022 10:02,7,0.061,128.708,168.887,21.6934,0.135014,0.243765,0.324788,0.256048
10/28/2022 10:02,8,0.058,130.05,171.14,22.0165,0.136425,0.337374,0.405571,0.317388
10/28/2022 10:02,9,0.094,87.9949,111.715,21.0712,0.118775,0.0113887,0.16129,0.137892
10/28/2022 10:03,10,0.105,89.5164,117.435,20.8567,0.134904,0.0176065,0.123182,0.0971664
10/28/2022 10:03,11,0.059,128.592,174.187,21.0694,0.150591,0.141097,0.189873,0.137562
10/28/2022 10:04,12,0.056,112.434,155.919,20.8277,0.162045,0.123264,0.13528,0.0916568
10/28/2022 10:04,13,0.062,85.156,120.414,20.7655,0.171512,0.147772,0.12503,0.0798598
10/28/2022 10:04,14,0.075,93.3039,126.707,21.115,0.151825,0.15916,0.203234,0.146214
10/28/2022 10:05,15,0.089,77.1822,106.476,20.5077,0.159502,0.0216559,0.0449187,0.0309024
10/28/2022 10:05,16,0.14,70.5418,96.5564,20.4756,0.155684,-0.00320693,0.0352559,0.0248065
10/28/2022 11:28,1,0.048,134.894,171.91,19.3414,0.120652,0.31409,0.380557,0.283644
10/28/2022 11:28,2,0.047,133.94,170.09,19.6482,0.118902,0.403729,0.461023,0.34463
10/28/2022 11:29,3,0.036,144.301,182.882,22.7102,0.117919,1.30193,1.27306,0.953222
10/28/2022 11:29,4,0.025,125.816,165.325,22.8654,0.135706,1.39584,1.35462,0.984069
10/28/2022 11:29,5,0.015,127.537,168.191,22.5588,0.137474,1.00021,1.00019,0.724373
10/28/2022 11:30,6,0.035,144.528,183.543,22.1345,0.118923,1.1351,1.12212,0.83879
10/28/2022 11:30,7,0.054,132.468,171.434,19.5711,0.128217,0.385789,0.447509,0.329298
10/28/2022 11:30,8,0.053,132.583,171.679,19.5953,0.128495,0.393207,0.454263,0.33411
10/28/2022 11:31,9,0.17,82.2703,101.109,18.6148,0.10273,0.101556,0.18131,0.139214
10/28/2022 11:31,10,0.175,98.3303,123.217,18.5702,0.11233,0.0875637,0.172481,0.130357
10/28/2022 11:32,11,0.082,99.1692,128.223,18.5531,0.12777,0.0801729,0.172406,0.126961
10/28/2022 11:32,12,0.118,77.6652,106.614,18.4299,0.157094,0.0354822,0.146456,0.102464
10/28/2022 11:33,13,0.106,62.869,89.2233,18.3048,0.173278,-0.0110341,0.114234,0.0776014
10/28/2022 11:33,14,0.102,82.2637,107.825,18.523,0.134469,0.0698939,0.166177,0.120977
10/28/2022 11:34,15,0.183,76.1765,96.0132,17.9874,0.115203,-0.0829095,0.0192948,0.014513
10/28/2022 11:34,16,0.239,67.6917,86.0243,18.0803,0.119262,-0.057663,0.0441433,0.0329786
